sample,days,pres1,pres2,pres3,rate1,rate2,rate3,qProd,ratio,category
4,397,3610.3,3615.1,3619.7,4785.465789,7571.093565,15428.06026,135.33,0.00487068,train
4,425,3612.4,3617.2,3621.8,4903.279132,7747.556346,15770.18198,138.63,0.004877728,train
4,456,3614.3,3619.1,3623.7,5009.872156,7907.213147,16079.72068,141.68,0.004886055,train
4,486,3616.3,3621.1,3625.7,5122.07534,8075.272937,16405.55088,144.83,0.004892426,train
4,517,3618.1,3623,3627.5,5223.058206,8234.929738,16698.79807,147.72,0.0048984,train
4,547,3620.5,3625.4,3629.9,5357.702026,8436.601487,17089.79432,151.55,0.004907056,train
4,578,3622.6,3627.4,3631.9,5475.515369,8604.661277,17415.62452,154.76,0.004913671,train
4,609,3624.4,3629.2,3633.7,5576.498235,8755.915089,17708.87171,157.61,0.004918966,train
4,639,3625.9,3630.8,3635.3,5660.650622,8890.362921,17969.53587,160.14,0.004924271,train
4,670,3628.3,3633.1,3637.7,5795.294443,9083.631681,18360.53212,163.86,0.004929683,train
4,700,3630.6,3635.4,3639.9,5924.328104,9276.90044,18718.94535,167.5,0.004938064,train
4,731,3632.4,3637.2,3641.8,6025.31097,9428.154251,19028.48404,170.42,0.004942296,train
4,762,3634,3638.8,3643.4,6115.073517,9562.602084,19289.14821,172.94,0.004945831,train
4,790,3635.5,3640.3,3644.8,6199.225905,9688.646927,19517.22935,175.31,0.004951546,train
4,821,3635.9,3640.7,3645.2,6221.666541,9722.258885,19582.39539,175.87,0.004950414,train
4,851,3636.9,3641.7,3646.2,6277.768133,9806.28878,19745.3105,177.52,0.004954595,train
4,882,3638.3,3643.1,3647.7,6356.310362,9923.930634,19989.68315,179.79,0.004957,train
4,912,3639.7,3644.5,3649,6434.852591,10041.57249,20201.47279,181.89,0.004959117,train
4,943,3641.1,3645.9,3650.4,6513.394819,10159.21434,20429.55393,184.2,0.00496467,train
4,974,3642.4,3647.2,3651.7,6586.326889,10268.4532,20641.34356,186.29,0.004968247,train
4,1004,3643.7,3648.5,3653,6659.258958,10377.69207,20853.1332,188.27,0.004968846,train
4,1035,3645.2,3650,3654.5,6743.411346,10503.73691,21097.50585,190.64,0.004971749,train
4,1065,3646.5,3651.3,3655.8,6816.343416,10612.97577,21309.29549,192.79,0.004976688,train
4,1096,3648.1,3653,3657.4,6906.105963,10755.8266,21569.95965,195.38,0.004980132,train
4,1127,3649.4,3654.2,3658.7,6979.038032,10856.66247,21781.74929,197.4,0.004982653,train
4,1155,3649.4,3654.2,3658.7,6979.038032,10856.66247,21781.74929,197.38,0.004982148,train
4,1186,3650.2,3655,3659.4,7023.919306,10923.88639,21895.78986,198.56,0.004983486,train
4,1216,3650.7,3655.5,3660,7051.970102,10965.90134,21993.53892,199.44,0.004984578,train
4,1247,3651.6,3656.4,3660.9,7102.461534,11041.52824,22140.16251,200.83,0.004985335,train
4,1277,3652.6,3657.4,3661.9,7158.563126,11125.55814,22303.07762,202.48,0.004988765,train
4,1308,3653.7,3658.5,3663,7220.274877,11217.99102,22482.28423,204.25,0.00499138,train
4,1339,3654.7,3659.6,3664,7276.376469,11310.42391,22645.19933,205.84,0.004992239,train
4,1369,3655.9,3660.7,3665.2,7343.698379,11402.85679,22840.69746,207.69,0.004994078,train
4,1400,3657.1,3661.9,3666.4,7411.02029,11503.69266,23036.19558,209.64,0.00499727,train
4,1430,3658,3662.9,3667.3,7461.511722,11587.72256,23182.81917,211.09,0.004998336,train
4,1461,3658.7,3663.5,3668,7500.782837,11638.1405,23296.85974,212.19,0.005000261,train
4,1492,3659.8,3664.7,3669.1,7562.494588,11738.97637,23476.06636,213.94,0.005001223,train
4,1521,3660.9,3665.7,3670.2,7624.206339,11823.00627,23655.27297,215.62,0.005002496,train
4,1552,3661.8,3666.6,3671,7674.697772,11898.63317,23785.60505,217.04,0.005005658,train
4,1582,3662.6,3667.4,3671.9,7719.579045,11965.85709,23932.22865,218.32,0.005005312,train
4,1613,3663.5,3668.3,3672.8,7770.070478,12041.48399,24078.85224,219.79,0.0050077,train
4,1643,3663.5,3668.3,3672.7,7770.070478,12041.48399,24062.56073,219.71,0.005007736,train
4,1674,3664.3,3669.1,3673.5,7814.951751,12108.70791,24192.89281,220.95,0.005008324,train
4,1705,3665.2,3670,3674.4,7865.443184,12184.33482,24339.5164,222.38,0.005009766,train
4,1735,3665.9,3670.7,3675.2,7904.714298,12243.15574,24469.84849,223.59,0.005011238,train
4,1766,3666.4,3671.2,3675.6,7932.765094,12285.17069,24535.01453,224.34,0.005012854,train
4,1796,3666.8,3671.7,3676.1,7955.205731,12327.18564,24616.47208,225.06,0.005012599,train
4,1827,3667.2,3672,3676.5,7977.646368,12352.39461,24681.63812,225.66,0.005013366,train
4,1858,3667.6,3672.4,3676.8,8000.087005,12386.00657,24730.51265,226.19,0.005013453,train
4,1886,3668.1,3672.9,3677.4,8028.137801,12428.02151,24828.26171,227.1,0.00501497,train
4,1917,3668.9,3673.7,3678.2,8073.019074,12495.24543,24958.5938,228.38,0.00501638,train
4,1947,3669.5,3674.3,3678.7,8106.680029,12545.66337,25040.05135,229.25,0.005017246,train
4,1978,3670.5,3675.3,3679.7,8162.781621,12629.69326,25202.96645,230.89,0.005019845,train
4,2008,3671.6,3676.4,3680.8,8224.493372,12722.12615,25382.17306,232.58,0.005020204,train
4,2039,3672.9,3677.7,3682.1,8297.425442,12831.36501,25593.9627,234.62,0.005021536,train
4,2070,3673.9,3678.7,3683.1,8353.527034,12915.39491,25756.8778,236.31,0.005025114,train
5,31,3532.5,3537.4,3542.2,420.7619392,1041.970702,2802.139773,11.923,0.002795629,test
5,60,3546.1,3551,3555.7,1183.743589,2184.777277,5001.493665,33.446,0.003995931,test
5,91,3556.7,3561.5,3566.3,1778.420463,3067.091178,6728.393758,50.225,0.004339503,test
5,121,3564.6,3569.4,3574.2,2221.623039,3730.927351,8015.423073,62.785,0.004494925,test
5,152,3570.4,3575.3,3580,2547.012272,4226.703733,8960.330671,72.01,0.004576699,test
5,182,3575.2,3580.1,3584.8,2816.299913,4630.04723,9742.323166,79.657,0.004634274,test
5,213,3579.7,3584.6,3589.3,3068.757077,5008.181759,10475.44113,86.8,0.004678645,test
5,244,3583.9,3588.7,3593.4,3304.383763,5352.70433,11143.39305,93.381,0.004716098,test
5,274,3587.3,3592.1,3596.8,3495.129175,5638.405974,11697.3044,98.743,0.004740231,test
5,305,3589.9,3594.7,3599.4,3640.993314,5856.883702,12120.88367,102.88,0.00475883,test
5,335,3592,3596.8,3601.5,3758.806657,6033.346482,12463.00539,106.23,0.004773275,test
5,366,3595.2,3600,3604.7,3938.331751,6302.242147,12984.33372,111.35,0.004794422,test
5,397,3598.1,3602.9,3607.6,4101.026368,6545.928843,13456.78752,115.96,0.004810871,test
5,425,3600.6,3605.4,3610,4241.280347,6756.003581,13847.78376,119.87,0.0048247,test
5,456,3602.6,3607.4,3612,4353.483531,6924.063372,14173.61397,123.05,0.00483475,test
5,486,3604.4,3609.3,3613.9,4454.466397,7083.720173,14483.15267,125.98,0.004841411,test
5,517,3605,3609.8,3614.4,4488.127352,7125.73512,14564.61022,126.86,0.004845966,test
5,547,3606.5,3611.3,3615.9,4572.27974,7251.779963,14808.98287,129.21,0.004851492,test
5,578,3608.4,3613.2,3617.8,4678.872764,7411.436764,15118.52157,132.25,0.004860554,test
5,609,3610.4,3615.2,3619.8,4791.075948,7579.496555,15444.35177,135.4,0.00486789,test
5,639,3611.8,3616.7,3621.3,4869.618177,7705.541398,15688.72443,137.74,0.004873357,test
5,670,3613.5,3618.3,3622.9,4964.990883,7839.98923,15949.38859,140.31,0.004879606,test
5,700,3614.7,3619.6,3624.1,5032.312793,7949.228094,16144.88672,142.34,0.004886971,test
5,731,3616.1,3620.9,3625.5,5110.855022,8058.466958,16372.96786,144.48,0.004890616,test
5,762,3618,3622.8,3627.4,5217.448046,8218.123759,16682.50656,147.57,0.004899715,test
5,790,3619.8,3624.6,3629.2,5318.430912,8369.377571,16975.75374,150.34,0.004902888,test
5,821,3620.7,3625.5,3630,5368.922345,8445.004476,17106.08583,151.74,0.004907501,test
5,851,3621.8,3626.6,3631.2,5430.634096,8537.437361,17301.58395,153.55,0.004910511,test
5,882,3623.2,3628.1,3632.6,5509.176324,8663.482204,17529.66509,155.83,0.004915413,test
5,912,3624.2,3629.1,3633.6,5565.277916,8747.512099,17692.5802,157.45,0.004919487,test
5,943,3625.1,3629.9,3634.5,5615.769349,8814.736016,17839.20379,158.81,0.004921333,test
5,974,3625.9,3630.7,3635.3,5660.650622,8881.959932,17969.53587,160.05,0.004922776,test
5,1004,3626.8,3631.6,3636.2,5711.142055,8957.586838,18116.15947,161.53,0.004926965,test
5,1035,3628,3632.8,3637.3,5778.463965,9058.422712,18295.36608,163.33,0.004929638,test
5,1065,3629.1,3633.9,3638.5,5840.175717,9150.855597,18490.8642,165.16,0.004932815,test
5,1096,3630.1,3634.9,3639.5,5896.277308,9234.885492,18653.77931,166.74,0.004935335,test
5,1127,3631,3635.9,3640.4,5946.768741,9318.915387,18800.4029,168.22,0.004938049,test
5,1155,3631.3,3636.1,3640.7,5963.599219,9335.721366,18849.27743,168.66,0.004939002,test
5,1186,3632.4,3637.3,3641.8,6025.31097,9436.557241,19028.48404,170.46,0.004942252,test
5,1216,3633.5,3638.3,3642.8,6087.022721,9520.587136,19191.39915,172.11,0.00494583,test
5,1247,3634.7,3639.5,3644,6154.344631,9621.42301,19386.89727,174.01,0.004948715,test
5,1277,3635.8,3640.6,3645.2,6216.056382,9713.855895,19582.39539,175.81,0.004950678,test
5,1308,3636.6,3641.4,3646,6260.937656,9781.079812,19712.72748,177.08,0.004952629,test
5,1339,3637.2,3642,3646.5,6294.598611,9831.497749,19794.18503,177.98,0.004954861,test
5,1369,3637.6,3642.4,3646.9,6317.039248,9865.109707,19859.35107,178.62,0.004955954,test
5,1400,3638,3642.9,3647.4,6339.479884,9907.124654,19940.80862,179.33,0.00495559,test
5,1430,3638.8,3643.6,3648.1,6384.361158,9965.945581,20054.84919,180.52,0.004958638,test
5,1461,3639.6,3644.4,3648.9,6429.242431,10033.1695,20185.18128,181.77,0.004959944,test
5,1492,3640.3,3645.2,3649.7,6468.513546,10100.39341,20315.51336,182.98,0.004960902,test
5,1521,3641,3645.8,3650.3,6507.78466,10150.81135,20413.26242,184.01,0.004963603,test
5,1552,3642,3646.8,3651.3,6563.886252,10234.84125,20576.17752,185.58,0.004965364,test
5,1582,3642.9,3647.8,3652.3,6614.377685,10318.87114,20739.09263,187.11,0.004966774,test
5,1613,3643.7,3648.5,3653,6659.258958,10377.69207,20853.1332,188.29,0.004969374,test
5,1643,3643.6,3648.4,3652.9,6653.648799,10369.28908,20836.84169,188.13,0.004969126,test
5,1674,3644.2,3649,3653.5,6687.309754,10419.70702,20934.59075,189.06,0.004969822,test
5,1705,3645.3,3650.1,3654.6,6749.021505,10512.1399,21113.79736,190.84,0.004973035,test
5,1735,3646,3650.8,3655.3,6788.29262,10570.96083,21227.83794,191.95,0.004974461,test
5,1766,3646.6,3651.4,3655.9,6821.953575,10621.37876,21325.587,192.89,0.004975377,test
5,1796,3647.2,3652,3656.5,6855.61453,10671.7967,21423.33606,193.83,0.004976284,test
5,1827,3647.8,3652.6,3657.1,6889.275485,10722.21464,21521.08512,194.84,0.004978972,test
5,1858,3648.4,3653.3,3657.8,6922.93644,10781.03557,21635.12569,195.86,0.004978762,test
5,1886,3649.1,3653.9,3658.4,6962.207555,10831.4535,21732.87475,196.93,0.004982223,test
5,1917,3649.7,3654.6,3659,6995.86851,10890.27443,21830.62382,197.92,0.004983286,test
5,1947,3650.5,3655.3,3659.8,7040.749783,10949.09536,21960.9559,199.15,0.004984881,test
5,1978,3651,3655.8,3660.3,7068.800579,10991.1103,22042.41345,199.96,0.004986245,test
5,2008,3651.4,3656.2,3660.7,7091.241216,11024.72226,22107.57949,200.6,0.004987129,test
5,2039,3651.9,3656.7,3661.1,7119.292012,11066.73721,22172.74553,201.27,0.00498702,test
5,2070,3652.1,3656.9,3661.4,7130.51233,11083.54319,22221.62006,201.72,0.004988664,test
6,31,3537.2,3542,3546.8,684.4394212,1428.50822,3551.549248,19.267,0.003401361,train
6,60,3553.9,3558.7,3563.5,1621.336006,2831.807471,6272.23147,45.78,0.004268382,train
6,91,3568,3572.8,3577.5,2412.368452,4016.628995,8553.042913,68.167,0.004549914,train
6,121,3577.3,3582.1,3586.8,2934.113256,4798.107021,10068.15337,82.906,0.004657543,train
6,152,3585.3,3590.2,3594.8,3382.925991,5478.749173,11371.4742,95.704,0.004730059,train
6,182,3592,3596.8,3601.4,3758.806657,6033.346482,12446.71388,106.22,0.004776322,train
6,213,3598.1,3602.9,3607.5,4101.026368,6545.928843,13440.49601,115.9,0.004811634,train
6,244,3602.7,3607.6,3612.2,4359.09369,6940.869351,14206.19699,123.27,0.00483295,train
6,274,3606.9,3611.7,3616.3,4594.720376,7285.391921,14874.14891,129.89,0.004854928,train
6,305,3611.6,3616.5,3621,4858.397858,7688.735419,15639.8499,137.41,0.004874945,train
6,335,3615.4,3620.2,3624.8,5071.583908,7999.646031,16258.92729,143.32,0.004886438,train
6,366,3618.7,3623.5,3628.1,5256.719161,8276.944686,16796.54713,148.61,0.004899735,train
6,397,3621.4,3626.2,3630.8,5408.193459,8503.825403,17236.41791,152.92,0.004909396,train
6,425,3623.5,3628.3,3632.9,5526.006802,8680.288183,17578.53963,156.24,0.004915552,train
6,456,3626.7,3631.5,3636,5705.531896,8949.183848,18083.57645,161.29,0.004926647,train
6,486,3629.9,3634.8,3639.3,5885.05699,9226.482503,18621.19629,166.46,0.004934672,train
6,517,3631.3,3636.2,3640.7,5963.599219,9344.124356,18849.27743,168.68,0.004938373,train
6,547,3633.7,3638.6,3643.1,6098.243039,9545.796105,19240.27368,172.49,0.004944629,train
6,578,3636,3640.8,3645.3,6227.276701,9730.661874,19598.6869,176.11,0.004952945,train
6,609,3638.9,3643.7,3648.2,6389.971317,9974.348571,20071.1407,180.73,0.004960278,train
6,639,3641.5,3646.3,3650.8,6535.835456,10192.8263,20494.71997,184.79,0.004964353,train
6,670,3643.5,3648.3,3652.8,6648.03864,10360.88609,20820.55018,187.99,0.004969405,train
6,700,3645.4,3650.3,3654.7,6754.631664,10528.94588,21130.08887,191.08,0.004974271,train
6,731,3646.9,3651.7,3656.2,6838.784052,10646.58773,21374.46153,193.39,0.004976604,train
6,762,3648.5,3653.3,3657.8,6928.546599,10781.03557,21635.12569,195.9,0.004979069,train
6,790,3650.1,3654.9,3659.4,7018.309146,10915.4834,21895.78986,198.5,0.004983733,train
6,821,3651,3655.8,3660.2,7068.800579,10991.1103,22026.12194,199.84,0.004985278,train
6,851,3652.6,3657.4,3661.9,7158.563126,11125.55814,22303.07762,202.42,0.004987287,train
6,882,3654.2,3659,3663.5,7248.325673,11260.00597,22563.74178,205.03,0.004991956,train
6,912,3655.7,3660.5,3665,7332.478061,11386.05081,22808.11444,207.37,0.004993662,train
6,943,3657.7,3662.5,3666.9,7444.681245,11554.1106,23117.65313,210.48,0.004997573,train
6,974,3659.5,3664.3,3668.8,7545.66411,11705.36441,23427.19183,213.43,0.005000911,train
6,1004,3661.2,3666,3670.4,7641.036816,11848.21524,23687.85599,216.02,0.005003114,train
6,1035,3662.4,3667.2,3671.7,7708.358727,11949.05111,23899.64563,218.02,0.005005389,train
6,1065,3663.4,3668.2,3672.6,7764.460319,12033.08101,24046.26922,219.57,0.005008004,train
6,1096,3664.3,3669.1,3673.5,7814.951751,12108.70791,24192.89281,220.96,0.005008551,train
6,1127,3665.6,3670.4,3674.8,7887.883821,12217.94677,24404.68245,223.02,0.005010502,train
6,1155,3665.8,3670.6,3675,7899.104139,12234.75275,24437.26547,223.33,0.005010643,train
6,1186,3667,3671.8,3676.3,7966.426049,12335.58863,24649.0551,225.35,0.005013229,train
6,1216,3668.2,3673,3677.4,8033.74796,12436.4245,24828.26171,227.24,0.005016509,train
6,1247,3669.9,3674.7,3679.2,8129.120666,12579.27532,25121.5089,229.96,0.005017684,train
6,1277,3671.2,3676,3680.4,8202.052735,12688.51419,25317.00702,231.99,0.005020606,train
6,1308,3672.2,3677,3681.4,8258.154327,12772.54408,25479.92213,233.5,0.005020359,train
6,1339,3673.2,3678,3682.4,8314.255919,12856.57398,25642.83723,235.15,0.005023106,train
6,1369,3674.6,3679.4,3683.8,8392.798148,12974.21583,25870.91837,237.42,0.005026046,train
6,1400,3675.8,3680.6,3685,8460.120058,13075.05171,26066.4165,239.26,0.005026303,train
6,1430,3676.7,3681.5,3685.9,8510.611491,13150.67861,26213.04009,240.73,0.005028373,train
6,1461,3677.8,3682.6,3687,8572.323242,13243.1115,26392.2467,242.49,0.005030111,train
6,1492,3678.8,3683.6,3688,8628.424834,13327.14139,26555.16181,244.09,0.005031671,train
6,1521,3679.7,3684.5,3688.9,8678.916267,13402.7683,26701.7854,245.52,0.005032852,train
6,1552,3680.8,3685.6,3690,8740.628018,13495.20118,26880.99201,247.27,0.005034324,train
6,1582,3681.6,3686.4,3690.8,8785.509291,13562.4251,27011.3241,248.5,0.005034516,train
6,1613,3682.2,3687,3691.4,8819.170246,13612.84304,27109.07316,249.48,0.00503582,train
6,1643,3681.8,3686.6,3690.9,8796.72961,13579.23108,27027.61561,248.73,0.005034656,train
6,1674,3682.3,3687.1,3691.4,8824.780406,13621.24603,27109.07316,249.54,0.005035607,train
6,1705,3683.4,3688.2,3692.6,8886.492157,13713.67891,27304.57128,251.34,0.005036395,train
6,1735,3684.5,3689.3,3693.7,8948.203908,13806.1118,27483.77789,253.12,0.005038408,train
6,1766,3685.6,3690.4,3694.8,9009.915659,13898.54468,27662.98451,254.87,0.005039801,train
6,1796,3686.7,3691.5,3695.8,9071.62741,13990.97757,27825.89961,256.51,0.005040628,train
6,1827,3688.2,3693,3697.4,9155.779798,14117.02241,28086.56378,259,0.005042897,train
6,1858,3689.6,3694.4,3698.8,9234.322026,14234.66426,28314.64492,261.21,0.005044258,train
6,1886,3690.5,3695.3,3699.7,9284.813459,14310.29117,28461.26851,262.66,0.005045684,train
6,1917,3691.4,3696.2,3700.6,9335.304892,14385.91807,28607.89211,264.09,0.005046713,train
6,1947,3692.1,3696.9,3701.2,9374.576006,14444.739,28705.64117,265.11,0.005047315,train
6,1978,3692.6,3697.4,3701.7,9402.626802,14486.75395,28787.09872,265.91,0.005047984,train
6,2008,3693,3697.8,3702.2,9425.067439,14520.36591,28868.55627,266.66,0.005049041,train
6,2039,3693.6,3698.4,3702.7,9458.728394,14570.78384,28950.01382,267.49,0.005048932,train
6,2070,3694,3698.8,3703.1,9481.169031,14604.3958,29015.17986,268.11,0.005049082,train
7,31,3539.4,3544.2,3549,807.8629233,1613.37399,3909.962475,22.747,0.003592842,train
7,60,3556.3,3561.1,3565.9,1755.979826,3033.47922,6663.227717,49.565,0.004327805,train
7,91,3569.6,3574.5,3579.2,2502.130999,4159.479817,8829.998589,70.761,0.004567698,train
7,121,3579.1,3583.9,3588.6,3035.096122,4949.360832,10361.40056,85.749,0.004674025,train
7,152,3588,3592.8,3597.5,3534.40029,5697.226901,11811.34498,99.88,0.004746478,train
7,182,3595.5,3600.4,3605,3955.162229,6335.854105,13033.20825,111.83,0.004794586,train
7,213,3602.5,3607.3,3611.9,4347.873372,6915.660382,14157.32246,122.94,0.004836186,train
7,244,3608.5,3613.3,3617.9,4684.482923,7419.839754,15134.81308,132.44,0.004862122,train
7,274,3614.7,3619.5,3624.1,5032.312793,7940.825105,16144.88672,142.22,0.00488426,train
7,305,3620.8,3625.7,3630.2,5374.532504,8461.810455,17138.66885,152.02,0.004907827,train
7,335,3625.6,3630.4,3634.9,5643.820145,8856.750963,17904.36983,159.51,0.004922397,train
7,366,3630,3634.9,3639.4,5890.667149,9234.885492,18637.4878,166.62,0.004934982,train
7,397,3634,3638.9,3643.4,6115.073517,9571.005073,19289.14821,172.98,0.004945786,train
7,425,3638.8,3643.6,3648.1,6384.361158,9965.945581,20054.84919,180.51,0.004958364,train
7,456,3643.3,3648.2,3652.6,6636.818322,10352.4831,20787.96716,187.74,0.004969655,train
7,486,3647.2,3652,3656.5,6855.61453,10671.7967,21423.33606,193.84,0.004976541,train
7,517,3650.1,3654.9,3659.4,7018.309146,10915.4834,21895.78986,198.52,0.004984235,train
7,547,3654.3,3659.1,3663.6,7253.935832,11268.40896,22580.03329,205.17,0.004991682,train
7,578,3658.4,3663.2,3667.7,7483.952359,11612.93153,23247.98521,211.69,0.004999189,train
7,609,3661.4,3666.2,3670.7,7652.257135,11865.02121,23736.73052,216.46,0.005004392,train
7,639,3664.4,3669.2,3673.6,7820.561911,12117.1109,24209.18432,221.13,0.005008964,train
7,670,3666.9,3671.7,3676.1,7960.81589,12327.18564,24616.47208,225.15,0.005013977,train
7,700,3669.5,3674.3,3678.7,8106.680029,12545.66337,25040.05135,229.28,0.005017903,train
7,731,3671.8,3676.6,3681,8235.713691,12738.93213,25414.75609,232.95,0.005021621,train
7,762,3674.2,3679,3683.4,8370.357511,12940.60387,25805.75233,236.75,0.005024756,train
7,790,3676.3,3681.1,3685.5,8488.170854,13117.06665,26147.87405,240.11,0.005028154,train
7,821,3678.1,3682.9,3687.3,8589.15372,13268.32047,26441.12123,242.95,0.005030167,train
7,851,3681,3685.8,3690.2,8751.848336,13512.00716,26913.57503,247.51,0.005033,train
7,882,3683.7,3688.5,3692.8,8903.322634,13738.88788,27337.1543,251.73,0.005036679,train
7,912,3685.5,3690.3,3694.7,9004.3055,13890.14169,27646.693,254.66,0.005038667,train
7,943,3686.9,3691.7,3696,9082.847728,14007.78354,27858.48263,256.85,0.005041305,train
7,974,3688.2,3693,3697.4,9155.779798,14117.02241,28086.56378,258.99,0.005042702,train
7,1004,3689.9,3694.7,3699,9251.152504,14259.87323,28347.22794,261.63,0.005045099,train
7,1035,3691.7,3696.5,3700.8,9352.135369,14411.12704,28640.47513,264.44,0.005046205,train
7,1065,3693.3,3698.1,3702.5,9441.897916,14545.57487,28917.4308,267.1,0.005048681,train
7,1096,3695.6,3700.4,3704.8,9570.931578,14738.84363,29292.13554,270.77,0.005051499,train
7,1127,3697.4,3702.2,3706.5,9671.914443,14890.09745,29569.09121,273.49,0.005052363,train
7,1155,3697.6,3702.4,3706.7,9683.134762,14906.90342,29601.67423,273.82,0.005052802,train
7,1186,3699.6,3704.4,3708.7,9795.337945,15074.96321,29927.50444,277.06,0.005056042,train
7,1216,3701.4,3706.2,3710.5,9896.320811,15226.21703,30220.75163,279.87,0.005056982,train
7,1247,3702.9,3707.7,3712,9980.473199,15352.26187,30465.12428,282.28,0.005058975,train
7,1277,3704.6,3709.4,3713.7,10075.8459,15495.11269,30742.07996,284.96,0.005060285,train
7,1308,3706,3710.8,3715.1,10154.38813,15612.75454,30970.1611,287.22,0.005062278,train
7,1339,3707.4,3712.2,3716.5,10232.93036,15730.3964,31198.24225,289.46,0.005063892,train
7,1369,3708.7,3713.5,3717.8,10305.86243,15839.63526,31410.03188,291.53,0.005065195,train
7,1400,3709.9,3714.7,3719,10373.18434,15940.47114,31605.53,293.39,0.005065506,train
7,1430,3710.9,3715.7,3720,10429.28593,16024.50103,31768.44511,294.97,0.005066278,train
7,1461,3712.2,3716.9,3721.2,10502.218,16125.33691,31963.94323,297,0.005068995,train
7,1492,3713.7,3718.5,3722.8,10586.37039,16259.78474,32224.6074,299.46,0.005069513,train
7,1521,3715.1,3719.9,3724.2,10664.91262,16377.42659,32452.68854,301.67,0.005070508,train
7,1552,3716.5,3721.3,3725.6,10743.45485,16495.06845,32680.76968,303.97,0.00507299,train
7,1582,3718.6,3723.4,3727.7,10861.26819,16671.53123,33022.8914,307.24,0.005073677,train
7,1613,3720.3,3725.1,3729.4,10956.6409,16814.38205,33299.84708,309.96,0.005075415,train
7,1643,3720.4,3725.2,3729.4,10962.25106,16822.78504,33299.84708,310.07,0.005076051,train
7,1674,3721.4,3726.2,3730.4,11018.35265,16906.81493,33462.76218,311.62,0.005076242,train
7,1705,3722.2,3727,3731.2,11063.23392,16974.03885,33593.09426,312.91,0.005077205,train
7,1735,3722.8,3727.6,3731.8,11096.89488,17024.45679,33690.84332,313.85,0.005077477,train
7,1766,3723.4,3728.2,3732.4,11130.55583,17074.87472,33788.59238,314.83,0.005078393,train
7,1796,3724.5,3729.2,3733.5,11192.26758,17158.90462,33967.799,316.54,0.005079352,train
7,1827,3725.2,3729.9,3734.2,11231.5387,17217.72554,34081.83957,317.63,0.005079552,train
7,1858,3725.8,3730.6,3734.8,11265.19965,17276.54647,34179.58863,318.62,0.00507993,train
7,1886,3726.7,3731.5,3735.8,11315.69109,17352.17338,34342.50374,320.15,0.00508091,train
7,1917,3727.8,3732.6,3736.9,11377.40284,17444.60626,34521.71035,321.9,0.005081798,train
7,1947,3728.9,3733.7,3737.9,11439.11459,17537.03915,34684.62545,323.61,0.00508335,train
7,1978,3730,3734.8,3739,11500.82634,17629.47203,34863.83207,325.31,0.005083435,train
7,2008,3731.1,3735.9,3740.1,11562.53809,17721.90492,35043.03868,327.08,0.005084608,train
7,2039,3732.2,3737,3741.2,11624.24984,17814.3378,35222.24529,328.85,0.005085768,train
7,2070,3733.1,3737.9,3742.1,11674.74127,17889.96471,35368.86889,330.24,0.005085813,train
8,31,3540.3,3545.2,3550,858.354356,1697.403885,4072.877578,24.26,0.003659878,train
8,60,3556.9,3561.8,3566.5,1789.640782,3092.300147,6760.976779,50.62,0.004347707,train
8,91,3570.1,3575,3579.7,2530.181795,4201.494764,8911.45614,71.538,0.004573125,train
8,121,3579.5,3584.3,3589,3057.536758,4982.972791,10426.5666,86.362,0.004676539,train
8,152,3588.3,3593.2,3597.8,3551.230767,5730.838859,11860.21951,100.44,0.004750668,train
8,182,3595.8,3600.7,3605.3,3971.992706,6361.063073,13082.08278,112.32,0.004796897,train
8,213,3602.8,3607.6,3612.2,4364.70385,6940.869351,14206.19699,123.36,0.004835415,train
8,244,3608.8,3613.6,3618.2,4701.313401,7445.048723,15183.68761,132.9,0.004862779,train
8,274,3614.9,3619.8,3624.3,5043.533112,7966.034073,16177.46974,142.66,0.004887786,train
8,305,3621.1,3625.9,3630.5,5391.362981,8478.616435,17187.54338,152.43,0.00490799,train
8,335,3625.7,3630.6,3635.1,5649.430304,8873.556942,17936.95285,159.78,0.004922375,train
8,366,3630.2,3635,3639.5,5901.887468,9243.288482,18653.77931,166.89,0.004937727,train
8,397,3634.3,3639.1,3643.6,6131.903994,9587.811052,19321.73123,173.31,0.004945858,train
8,425,3639,3643.9,3648.3,6395.581476,9991.15455,20087.43221,180.9,0.004959674,train
8,456,3643.5,3648.3,3652.8,6648.03864,10360.88609,20820.55018,188,0.00496967,train
8,486,3647.4,3652.2,3656.7,6866.834848,10688.60268,21455.91908,194.13,0.004976243,train
8,517,3650.3,3655.1,3659.6,7029.529465,10932.28938,21928.37288,198.77,0.004982929,train
8,547,3654.5,3659.3,3663.8,7265.156151,11285.21494,22612.61631,205.48,0.004991863,train
8,578,3658.6,3663.4,3667.8,7495.172678,11629.73751,23264.27672,211.93,0.004999624,train
8,609,3661.6,3666.4,3670.8,7663.477453,11881.82719,23753.02203,216.66,0.005003889,train
8,639,3664.5,3669.3,3673.7,7826.17207,12125.51389,24225.47583,221.33,0.005010055,train
8,670,3667.1,3671.9,3676.3,7972.036209,12343.99162,24649.0551,225.44,0.005013668,train
8,700,3669.9,3674.7,3679.1,8129.120666,12579.27532,25105.21739,229.92,0.005018596,train
8,731,3672.6,3677.4,3681.8,8280.594964,12806.15604,25545.08817,234.17,0.005021676,train
8,762,3675.3,3680.1,3684.5,8432.069262,13033.03676,25984.95895,238.54,0.00502718,train
